-25S1223
1.00675185	0.11234418
1.00475114	0.11280149
0.99938034	0.11435748
0.99172019	0.11677683
0.98234913	0.11912661
0.97105971	0.12052666
0.95739093	0.12080617
0.94120871	0.12013433
0.92264357	0.11853888
0.90178007	0.11600409
0.87873904	0.11253114
0.85365519	0.10813872
0.82666750	0.10283644
0.79794208	0.09664662
0.76764992	0.08960484
0.74166000	0.08671000
0.70823000	0.09277000
0.67360000	0.09859000
0.63798000	0.10412000
0.60158000	0.10935000
0.56465000	0.11425000
0.52744000	0.11881000
0.49025000	0.12303000
0.45340000	0.12683000
0.41721000	0.13011000
0.38193000	0.13271000
0.34777000	0.13447000
0.31488000	0.13526000
0.28347000	0.13505000
0.25370000	0.13346000
0.22541000	0.13037000
0.19846000	0.12594000
0.17286000	0.12026000
0.14863000	0.11355000
0.12591000	0.10598000
0.10482000	0.09770000
0.08545000	0.08879000
0.06789000	0.07940000
0.05223000	0.06965000
0.03855000	0.05968000
0.02694000	0.04966000
0.01755000	0.03961000
0.01028000	0.02954000
0.00495000	0.01969000
0.00155000	0.01033000
0.00005000	0.00178000
0.00044000	-0.00561000
0.00264000	-0.01120000
0.00789000	-0.01427000
0.01718000	-0.01550000
0.03006000	-0.01584000
0.04627000	-0.01532000
0.06561000	-0.01404000
0.08787000	-0.01202000
0.11282000	-0.00925000
0.14020000	-0.00563000
0.17006000	-0.00075000
0.20278000	0.00535000
0.23840000	0.01213000
0.27673000	0.01928000
0.31750000	0.02652000
0.36044000	0.03358000
0.40519000	0.04021000
0.45139000	0.04618000
0.49860000	0.05129000
0.54639000	0.05534000
0.59428000	0.05820000
0.64176000	0.05976000
0.68832000	0.05994000
0.73344000	0.05872000
0.78056536	0.06879325
0.81910391	0.08242780
0.85544881	0.09371538
0.88912882	0.10260175
0.91962500	0.10908767
0.94647703	0.11319020
0.96908015	0.11488112
0.98645703	0.11457635
0.99813983	0.11349214
1.00467980	0.11264685
1.00675185	0.11234418
